entity_type,entity_id,change_type,metric_trigger,before_value,after_value,explanation
Template — Content,TPL-81674DC3,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (churned) | Goal: Increase ai_tutor engagement • re-engagement & recovering lost habits | Theme/Hook: Scarcity/nan. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-E6938010,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (trial) | Goal: Increase ai_tutor engagement • rapid adoption & habit formation | Theme/Hook: Scarcity/nan (You're just 1 session away from unlocking a new AI tutor!). No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-B4739A37,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (trial) | Goal: Increase ai_tutor engagement • rapid adoption & habit formation | Theme/Hook: Scarcity/nan (You're running out of time! Complete your next session to avoid a temporary AI tutor shortage!). No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-2C12C253,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (trial) | Goal: Increase ai_tutor engagement • rapid adoption & habit formation | Theme/Hook: Scarcity/nan (You're missing out on a game-changing AI tutor! Complete your next session to level up!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-C73129E9,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (trial) | Goal: Increase ai_tutor engagement • rapid adoption & habit formation | Theme/Hook: Scarcity/nan (You're just 1 session away from a FREE upgrade to our premium AI tutors!). No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-26247098,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (trial) | Goal: Increase ai_tutor engagement • rapid adoption & habit formation | Theme/Hook: Scarcity/nan (You're not alone! Join the thousands of users who have already unlocked a new AI tutor!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-CD708C15,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (inactive) | Goal: Increase ai_tutor engagement • compelling return value proposition | Theme/Hook: Scarcity/nan (You're missing out!). No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-90A7257B,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (inactive) | Goal: Increase ai_tutor engagement • compelling return value proposition | Theme/Hook: Scarcity/nan (Your progress is dwindling...). No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-06CF17F9,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (inactive) | Goal: Increase ai_tutor engagement • compelling return value proposition | Theme/Hook: Scarcity/nan (The clock is ticking...). No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-C0AB5E9B,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (inactive) | Goal: Increase ai_tutor engagement • compelling return value proposition | Theme/Hook: Scarcity/nan (Don't let fear hold you back...). No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-073613DB,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (inactive) | Goal: Increase ai_tutor engagement • compelling return value proposition | Theme/Hook: Scarcity/nan (It's time to level up...). No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-132210CA,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (paid) | Goal: Increase gamification engagement • deepening engagement & retention | Theme/Hook: Accomplishment/Streak Reminder. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-DD50AE66,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (paid) | Goal: Increase gamification engagement • deepening engagement & retention | Theme/Hook: Accomplishment/Log → Feedback → Adjust Loop. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-32CC4083,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (paid) | Goal: Increase gamification engagement • deepening engagement & retention | Theme/Hook: Accomplishment/Missed Goal Alert. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-BF5CE227,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (paid) | Goal: Increase gamification engagement • deepening engagement & retention | Theme/Hook: Accomplishment/Accomplishment. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-F864461D,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (paid) | Goal: Increase gamification engagement • deepening engagement & retention | Theme/Hook: Accomplishment/Warm Accountability. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-16251123,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (churned) | Goal: Increase gamification engagement • re-engagement & recovering lost habits | Theme/Hook: Accomplishment/Log your progress. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-3D0F2EA2,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (churned) | Goal: Increase gamification engagement • re-engagement & recovering lost habits | Theme/Hook: Accomplishment/Adjust your loop. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-EB6BC5FB,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (churned) | Goal: Increase gamification engagement • re-engagement & recovering lost habits | Theme/Hook: Accomplishment/Recover lost habits. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-413A6A45,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (churned) | Goal: Increase gamification engagement • re-engagement & recovering lost habits | Theme/Hook: Accomplishment/Missed goal alert. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-829790D1,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (churned) | Goal: Increase gamification engagement • re-engagement & recovering lost habits | Theme/Hook: Accomplishment/Streak rewards. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-84629AFD,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (trial) | Goal: Increase gamification engagement • rapid adoption & habit formation | Theme/Hook: Accomplishment/Streak reminder. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-02D63B01,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (trial) | Goal: Increase gamification engagement • rapid adoption & habit formation | Theme/Hook: Accomplishment/Log → feedback → adjust loop. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-41001679,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (trial) | Goal: Increase gamification engagement • rapid adoption & habit formation | Theme/Hook: Accomplishment/Missed goal alert. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-71367014,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (trial) | Goal: Increase gamification engagement • rapid adoption & habit formation | Theme/Hook: Accomplishment/Log → feedback → adjust loop. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-FE990A38,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (trial) | Goal: Increase gamification engagement • rapid adoption & habit formation | Theme/Hook: Accomplishment/Streak reminders. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-BFD68AB6,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (inactive) | Goal: Increase gamification engagement • compelling return value proposition | Theme/Hook: Accomplishment/Log your progress. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-704E44AB,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (inactive) | Goal: Increase gamification engagement • compelling return value proposition | Theme/Hook: Accomplishment/Streak reminder. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-7D4BBB25,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (inactive) | Goal: Increase gamification engagement • compelling return value proposition | Theme/Hook: Accomplishment/Missed goal alert. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-063287FC,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (inactive) | Goal: Increase gamification engagement • compelling return value proposition | Theme/Hook: Accomplishment/Feedback loop. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-D21234D7,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (inactive) | Goal: Increase gamification engagement • compelling return value proposition | Theme/Hook: Accomplishment/Adjust and win. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-9890E240,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (paid) | Goal: Increase gamification engagement • deepening engagement & retention | Theme/Hook: Loss Avoidance/Nan moment of loss. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-5BDDE149,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (paid) | Goal: Increase gamification engagement • deepening engagement & retention | Theme/Hook: Loss Avoidance/Limited trial days left. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-2E4244A8,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (paid) | Goal: Increase gamification engagement • deepening engagement & retention | Theme/Hook: Loss Avoidance/Shame-based urgency. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-49E96149,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (paid) | Goal: Increase gamification engagement • deepening engagement & retention | Theme/Hook: Loss Avoidance/Nan moment of loss. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-7BC6F325,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (paid) | Goal: Increase gamification engagement • deepening engagement & retention | Theme/Hook: Loss Avoidance/Limited trial days left. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-480E8FCF,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (churned) | Goal: Increase gamification engagement • re-engagement & recovering lost habits | Theme/Hook: Loss Avoidance/nan (You're on the verge of losing your streak). No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-5750BC2B,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (churned) | Goal: Increase gamification engagement • re-engagement & recovering lost habits | Theme/Hook: Loss Avoidance/nan (Challenges expiring soon). No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-2AEF8900,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (churned) | Goal: Increase gamification engagement • re-engagement & recovering lost habits | Theme/Hook: Loss Avoidance/nan (You're losing streak). No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-86DB2BAB,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (churned) | Goal: Increase gamification engagement • re-engagement & recovering lost habits | Theme/Hook: Loss Avoidance/nan (Limited trial days remaining). No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-98EFCC5C,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (churned) | Goal: Increase gamification engagement • re-engagement & recovering lost habits | Theme/Hook: Loss Avoidance/nan (Shame-based urgency). No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-3AA3780A,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (trial) | Goal: Increase gamification engagement • rapid adoption & habit formation | Theme/Hook: Loss Avoidance/nAn You're Running Out of Trial Days!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-8B2DB46D,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (trial) | Goal: Increase gamification engagement • rapid adoption & habit formation | Theme/Hook: Loss Avoidance/Challenges Expire Soon!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-42E502D9,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (trial) | Goal: Increase gamification engagement • rapid adoption & habit formation | Theme/Hook: Loss Avoidance/Shame-Based Urgency: Complete Now!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-A934D65F,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (trial) | Goal: Increase gamification engagement • rapid adoption & habit formation | Theme/Hook: Loss Avoidance/Your Habit is at Risk!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-51C92489,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (trial) | Goal: Increase gamification engagement • rapid adoption & habit formation | Theme/Hook: Loss Avoidance/Last Chance: Complete Your Challenge!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-0723C9E2,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (inactive) | Goal: Increase gamification engagement • compelling return value proposition | Theme/Hook: Loss Avoidance/Nan second chance. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-E3B3BFB4,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (inactive) | Goal: Increase gamification engagement • compelling return value proposition | Theme/Hook: Loss Avoidance/Limited trial days left. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-342ECCFE,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (inactive) | Goal: Increase gamification engagement • compelling return value proposition | Theme/Hook: Loss Avoidance/Shame-based urgency. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-3B0D71FD,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (inactive) | Goal: Increase gamification engagement • compelling return value proposition | Theme/Hook: Loss Avoidance/Nan expiration alert. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-E98EE886,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S7 (inactive) | Goal: Increase gamification engagement • compelling return value proposition | Theme/Hook: Loss Avoidance/Loss avoidance. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-EEF0A94D,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (paid) | Goal: Increase leaderboard engagement • deepening engagement & retention | Theme/Hook: Social Influence/Building a healthier life identity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-EBEB8E09,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (paid) | Goal: Increase leaderboard engagement • deepening engagement & retention | Theme/Hook: Social Influence/Recipe sharing. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-8246C63B,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (paid) | Goal: Increase leaderboard engagement • deepening engagement & retention | Theme/Hook: Social Influence/Family plan milestones. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-DC2BD3C4,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (paid) | Goal: Increase leaderboard engagement • deepening engagement & retention | Theme/Hook: Social Influence/Building a healthier life identity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-550DB376,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (paid) | Goal: Increase leaderboard engagement • deepening engagement & retention | Theme/Hook: Social Influence/Recipe sharing. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-473B30C1,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (churned) | Goal: Increase leaderboard engagement • re-engagement & recovering lost habits | Theme/Hook: Social Influence/Building a healthier life identity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-2E5A72DC,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (churned) | Goal: Increase leaderboard engagement • re-engagement & recovering lost habits | Theme/Hook: Social Influence/Recipe sharing. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-8C6A60C3,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (churned) | Goal: Increase leaderboard engagement • re-engagement & recovering lost habits | Theme/Hook: Social Influence/Family plan milestones. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-39AE877E,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (churned) | Goal: Increase leaderboard engagement • re-engagement & recovering lost habits | Theme/Hook: Social Influence/Building a healthier life identity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-13FE747C,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (churned) | Goal: Increase leaderboard engagement • re-engagement & recovering lost habits | Theme/Hook: Social Influence/Recipe sharing. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-90C29339,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (trial) | Goal: Increase leaderboard engagement • rapid adoption & habit formation | Theme/Hook: Social Influence/Building a healthier life identity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-29CE9A11,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (trial) | Goal: Increase leaderboard engagement • rapid adoption & habit formation | Theme/Hook: Social Influence/Recipe sharing. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-8E1D8481,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (trial) | Goal: Increase leaderboard engagement • rapid adoption & habit formation | Theme/Hook: Social Influence/Building a healthier life identity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-4B44DAE9,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (trial) | Goal: Increase leaderboard engagement • rapid adoption & habit formation | Theme/Hook: Social Influence/Family Plan Milestones. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-B93DD7BE,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (trial) | Goal: Increase leaderboard engagement • rapid adoption & habit formation | Theme/Hook: Social Influence/Leaderboard Engagement. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-B903BC00,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (inactive) | Goal: Increase leaderboard engagement • compelling return value proposition | Theme/Hook: Social Influence/Building a healthier life identity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-BF194310,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (inactive) | Goal: Increase leaderboard engagement • compelling return value proposition | Theme/Hook: Social Influence/Recipe sharing. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-FEBBDD57,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (inactive) | Goal: Increase leaderboard engagement • compelling return value proposition | Theme/Hook: Social Influence/Building a healthier life identity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-35E2EA49,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (inactive) | Goal: Increase leaderboard engagement • compelling return value proposition | Theme/Hook: Social Influence/Family Plan Milestones. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-31B2A4A8,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S6 (inactive) | Goal: Increase leaderboard engagement • compelling return value proposition | Theme/Hook: Social Influence/Leaderboard Engagement. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-B52D8466,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (paid) | Goal: Increase ai_tutor engagement • deepening engagement & retention | Theme/Hook: Scarcity/Streak reminder. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-245A5512,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (paid) | Goal: Increase ai_tutor engagement • deepening engagement & retention | Theme/Hook: Scarcity/Missed goal alert. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-4743E180,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (paid) | Goal: Increase ai_tutor engagement • deepening engagement & retention | Theme/Hook: Scarcity/Log → feedback → adjust loop. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-B5A8C0BF,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (paid) | Goal: Increase ai_tutor engagement • deepening engagement & retention | Theme/Hook: Scarcity/Streaks and rewards. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-D83ABE2C,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (paid) | Goal: Increase ai_tutor engagement • deepening engagement & retention | Theme/Hook: Scarcity/Log → feedback → adjust loop. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-AE170086,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (churned) | Goal: Increase ai_tutor engagement • re-engagement & recovering lost habits | Theme/Hook: Scarcity/Streak reminder. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-89A701D0,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (churned) | Goal: Increase ai_tutor engagement • re-engagement & recovering lost habits | Theme/Hook: Scarcity/Missed goal alert. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-F0045615,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (churned) | Goal: Increase ai_tutor engagement • re-engagement & recovering lost habits | Theme/Hook: Scarcity/Log → feedback → adjust loop. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-4D07E4A5,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (churned) | Goal: Increase ai_tutor engagement • re-engagement & recovering lost habits | Theme/Hook: Scarcity/Re-engagement. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-DD5A8B09,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (churned) | Goal: Increase ai_tutor engagement • re-engagement & recovering lost habits | Theme/Hook: Scarcity/Feedback loop. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-87103D0C,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (trial) | Goal: Increase ai_tutor engagement • rapid adoption & habit formation | Theme/Hook: Scarcity/Streak reminder. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-0AE59B1C,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (trial) | Goal: Increase ai_tutor engagement • rapid adoption & habit formation | Theme/Hook: Scarcity/Missed goal alert. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-BBC8E312,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S5 (trial) | Goal: Increase ai_tutor engagement • rapid adoption & habit formation | Theme/Hook: Scarcity/Log → feedback → adjust loop. No experiment exposure yet — kept active for future A/B testing.
