template_id,segment_id,lifecycle_stage,goal,theme,hook_used,feature_reference,content_english,content_hindi
TPL-34C8621D,S2,inactive,Personalization → Engagement • compelling return value proposition,Core Drive 1: Epic Meaning,Social Proof,AI Tutor,[S2 - INACTIVE] Mock message 5 focusing on Core Drive 1.,[S2 - INACTIVE] डमी संदेश 5 (Core Drive 1).
TPL-F667EC18,S3,trial,Identity → retention • rapid adoption & habit formation,Core Drive 1: Epic Meaning,Status,AI Tutor,[S3 - TRIAL] Mock message 1 focusing on Core Drive 1.,[S3 - TRIAL] डमी संदेश 1 (Core Drive 1).
TPL-569C9F0C,S3,trial,Identity → retention • rapid adoption & habit formation,Core Drive 1: Epic Meaning,Status,Daily Streak,[S3 - TRIAL] Mock message 2 focusing on Core Drive 1.,[S3 - TRIAL] डमी संदेश 2 (Core Drive 1).
TPL-B76D1BD8,S3,trial,Identity → retention • rapid adoption & habit formation,Core Drive 1: Epic Meaning,Curiosity,XP Boost,[S3 - TRIAL] Mock message 3 focusing on Core Drive 1.,[S3 - TRIAL] डमी संदेश 3 (Core Drive 1).
TPL-54D3334B,S3,trial,Identity → retention • rapid adoption & habit formation,Core Drive 1: Epic Meaning,Urgency,Leaderboard,[S3 - TRIAL] Mock message 4 focusing on Core Drive 1.,[S3 - TRIAL] डमी संदेश 4 (Core Drive 1).
TPL-E6E21A75,S3,trial,Identity → retention • rapid adoption & habit formation,Core Drive 1: Epic Meaning,Mastery,AI Tutor,[S3 - TRIAL] Mock message 5 focusing on Core Drive 1.,[S3 - TRIAL] डमी संदेश 5 (Core Drive 1).
TPL-AEAA461B,S3,paid,Identity → retention • deepening engagement & retention,Core Drive 1: Epic Meaning,Urgency,Roleplay,[S3 - PAID] Mock message 1 focusing on Core Drive 1.,[S3 - PAID] डमी संदेश 1 (Core Drive 1).
TPL-4634AA40,S3,paid,Identity → retention • deepening engagement & retention,Core Drive 1: Epic Meaning,Urgency,XP Boost,[S3 - PAID] Mock message 2 focusing on Core Drive 1.,[S3 - PAID] डमी संदेश 2 (Core Drive 1).
TPL-561B920A,S3,paid,Identity → retention • deepening engagement & retention,Core Drive 1: Epic Meaning,Social Proof,Leaderboard,[S3 - PAID] Mock message 3 focusing on Core Drive 1.,[S3 - PAID] डमी संदेश 3 (Core Drive 1).
TPL-BE61063C,S3,paid,Identity → retention • deepening engagement & retention,Core Drive 1: Epic Meaning,Curiosity,XP Boost,[S3 - PAID] Mock message 4 focusing on Core Drive 1.,[S3 - PAID] डमी संदेश 4 (Core Drive 1).
TPL-F3B24ED5,S3,paid,Identity → retention • deepening engagement & retention,Core Drive 1: Epic Meaning,Social Proof,XP Boost,[S3 - PAID] Mock message 5 focusing on Core Drive 1.,[S3 - PAID] डमी संदेश 5 (Core Drive 1).
TPL-2DD44D52,S3,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 1: Epic Meaning,Status,Progress Dashboard,[S3 - CHURNED] Mock message 1 focusing on Core Drive 1.,[S3 - CHURNED] डमी संदेश 1 (Core Drive 1).
TPL-DF107B9D,S3,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 1: Epic Meaning,Curiosity,XP Boost,[S3 - CHURNED] Mock message 2 focusing on Core Drive 1.,[S3 - CHURNED] डमी संदेश 2 (Core Drive 1).
TPL-4B33B012,S3,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 1: Epic Meaning,Mastery,Roleplay,[S3 - CHURNED] Mock message 3 focusing on Core Drive 1.,[S3 - CHURNED] डमी संदेश 3 (Core Drive 1).
TPL-8523B6A7,S3,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 1: Epic Meaning,Mastery,Roleplay,[S3 - CHURNED] Mock message 4 focusing on Core Drive 1.,[S3 - CHURNED] डमी संदेश 4 (Core Drive 1).
TPL-7BBDE49E,S3,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 1: Epic Meaning,Mastery,AI Tutor,[S3 - CHURNED] Mock message 5 focusing on Core Drive 1.,[S3 - CHURNED] डमी संदेश 5 (Core Drive 1).
TPL-8E8A081A,S3,inactive,Identity → retention • compelling return value proposition,Core Drive 1: Epic Meaning,Social Proof,Daily Streak,[S3 - INACTIVE] Mock message 1 focusing on Core Drive 1.,[S3 - INACTIVE] डमी संदेश 1 (Core Drive 1).
TPL-835B9E7D,S3,inactive,Identity → retention • compelling return value proposition,Core Drive 1: Epic Meaning,Status,AI Tutor,[S3 - INACTIVE] Mock message 2 focusing on Core Drive 1.,[S3 - INACTIVE] डमी संदेश 2 (Core Drive 1).
TPL-613FB1D8,S3,inactive,Identity → retention • compelling return value proposition,Core Drive 1: Epic Meaning,Urgency,Roleplay,[S3 - INACTIVE] Mock message 3 focusing on Core Drive 1.,[S3 - INACTIVE] डमी संदेश 3 (Core Drive 1).
TPL-30787641,S3,inactive,Identity → retention • compelling return value proposition,Core Drive 1: Epic Meaning,Curiosity,Leaderboard,[S3 - INACTIVE] Mock message 4 focusing on Core Drive 1.,[S3 - INACTIVE] डमी संदेश 4 (Core Drive 1).
TPL-29DBB113,S3,inactive,Identity → retention • compelling return value proposition,Core Drive 1: Epic Meaning,Status,Progress Dashboard,[S3 - INACTIVE] Mock message 5 focusing on Core Drive 1.,[S3 - INACTIVE] डमी संदेश 5 (Core Drive 1).
TPL-E3EDB662,S4,trial,Motivation → session frequency • rapid adoption & habit formation,Core Drive 2: Accomplishment,Status,AI Tutor,[S4 - TRIAL] Mock message 1 focusing on Core Drive 2.,[S4 - TRIAL] डमी संदेश 1 (Core Drive 2).
TPL-C337A2BB,S4,trial,Motivation → session frequency • rapid adoption & habit formation,Core Drive 2: Accomplishment,Loss Aversion,Progress Dashboard,[S4 - TRIAL] Mock message 2 focusing on Core Drive 2.,[S4 - TRIAL] डमी संदेश 2 (Core Drive 2).
TPL-D96F7981,S4,trial,Motivation → session frequency • rapid adoption & habit formation,Core Drive 2: Accomplishment,Social Proof,Progress Dashboard,[S4 - TRIAL] Mock message 3 focusing on Core Drive 2.,[S4 - TRIAL] डमी संदेश 3 (Core Drive 2).
TPL-9B9618A0,S4,trial,Motivation → session frequency • rapid adoption & habit formation,Core Drive 2: Accomplishment,Loss Aversion,Roleplay,[S4 - TRIAL] Mock message 4 focusing on Core Drive 2.,[S4 - TRIAL] डमी संदेश 4 (Core Drive 2).
TPL-847C847B,S4,trial,Motivation → session frequency • rapid adoption & habit formation,Core Drive 2: Accomplishment,Social Proof,Progress Dashboard,[S4 - TRIAL] Mock message 5 focusing on Core Drive 2.,[S4 - TRIAL] डमी संदेश 5 (Core Drive 2).
TPL-6C472729,S4,paid,Motivation → session frequency • deepening engagement & retention,Core Drive 2: Accomplishment,Social Proof,Daily Streak,[S4 - PAID] Mock message 1 focusing on Core Drive 2.,[S4 - PAID] डमी संदेश 1 (Core Drive 2).
TPL-94A2CE77,S4,paid,Motivation → session frequency • deepening engagement & retention,Core Drive 2: Accomplishment,Mastery,Daily Streak,[S4 - PAID] Mock message 2 focusing on Core Drive 2.,[S4 - PAID] डमी संदेश 2 (Core Drive 2).
TPL-1906898E,S4,paid,Motivation → session frequency • deepening engagement & retention,Core Drive 2: Accomplishment,Status,Roleplay,[S4 - PAID] Mock message 3 focusing on Core Drive 2.,[S4 - PAID] डमी संदेश 3 (Core Drive 2).
TPL-58276244,S4,paid,Motivation → session frequency • deepening engagement & retention,Core Drive 2: Accomplishment,Loss Aversion,Progress Dashboard,[S4 - PAID] Mock message 4 focusing on Core Drive 2.,[S4 - PAID] डमी संदेश 4 (Core Drive 2).
TPL-5984019C,S4,paid,Motivation → session frequency • deepening engagement & retention,Core Drive 2: Accomplishment,Mastery,Daily Streak,[S4 - PAID] Mock message 5 focusing on Core Drive 2.,[S4 - PAID] डमी संदेश 5 (Core Drive 2).
TPL-F9FA984C,S4,churned,Motivation → session frequency • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,Loss Aversion,Progress Dashboard,[S4 - CHURNED] Mock message 1 focusing on Core Drive 2.,[S4 - CHURNED] डमी संदेश 1 (Core Drive 2).
TPL-5CD763B4,S4,churned,Motivation → session frequency • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,FOMO,Daily Streak,[S4 - CHURNED] Mock message 2 focusing on Core Drive 2.,[S4 - CHURNED] डमी संदेश 2 (Core Drive 2).
TPL-BAB26E48,S4,churned,Motivation → session frequency • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,Loss Aversion,Daily Streak,[S4 - CHURNED] Mock message 3 focusing on Core Drive 2.,[S4 - CHURNED] डमी संदेश 3 (Core Drive 2).
TPL-7AC04D1D,S4,churned,Motivation → session frequency • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,Curiosity,Roleplay,[S4 - CHURNED] Mock message 4 focusing on Core Drive 2.,[S4 - CHURNED] डमी संदेश 4 (Core Drive 2).
TPL-E9B3293B,S4,churned,Motivation → session frequency • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,Urgency,Progress Dashboard,[S4 - CHURNED] Mock message 5 focusing on Core Drive 2.,[S4 - CHURNED] डमी संदेश 5 (Core Drive 2).
TPL-F171B012,S4,inactive,Motivation → session frequency • compelling return value proposition,Core Drive 2: Accomplishment,Loss Aversion,Leaderboard,[S4 - INACTIVE] Mock message 1 focusing on Core Drive 2.,[S4 - INACTIVE] डमी संदेश 1 (Core Drive 2).
TPL-53B4850D,S4,inactive,Motivation → session frequency • compelling return value proposition,Core Drive 2: Accomplishment,Status,AI Tutor,[S4 - INACTIVE] Mock message 2 focusing on Core Drive 2.,[S4 - INACTIVE] डमी संदेश 2 (Core Drive 2).
TPL-8B41E583,S4,inactive,Motivation → session frequency • compelling return value proposition,Core Drive 2: Accomplishment,Social Proof,Leaderboard,[S4 - INACTIVE] Mock message 3 focusing on Core Drive 2.,[S4 - INACTIVE] डमी संदेश 3 (Core Drive 2).
TPL-0007C443,S4,inactive,Motivation → session frequency • compelling return value proposition,Core Drive 2: Accomplishment,Urgency,XP Boost,[S4 - INACTIVE] Mock message 4 focusing on Core Drive 2.,[S4 - INACTIVE] डमी संदेश 4 (Core Drive 2).
TPL-16EED0CB,S4,inactive,Motivation → session frequency • compelling return value proposition,Core Drive 2: Accomplishment,Urgency,AI Tutor,[S4 - INACTIVE] Mock message 5 focusing on Core Drive 2.,[S4 - INACTIVE] डमी संदेश 5 (Core Drive 2).
TPL-35B1F627,S5,trial,Personalization → Engagement • rapid adoption & habit formation,Core Drive 2: Accomplishment,Loss Aversion,Progress Dashboard,[S5 - TRIAL] Mock message 1 focusing on Core Drive 2.,[S5 - TRIAL] डमी संदेश 1 (Core Drive 2).
TPL-DE2E210B,S5,trial,Personalization → Engagement • rapid adoption & habit formation,Core Drive 2: Accomplishment,Social Proof,Roleplay,[S5 - TRIAL] Mock message 2 focusing on Core Drive 2.,[S5 - TRIAL] डमी संदेश 2 (Core Drive 2).
TPL-72F7E3B5,S5,trial,Personalization → Engagement • rapid adoption & habit formation,Core Drive 2: Accomplishment,Social Proof,Progress Dashboard,[S5 - TRIAL] Mock message 3 focusing on Core Drive 2.,[S5 - TRIAL] डमी संदेश 3 (Core Drive 2).
TPL-A124BE3E,S5,trial,Personalization → Engagement • rapid adoption & habit formation,Core Drive 2: Accomplishment,Urgency,Daily Streak,[S5 - TRIAL] Mock message 4 focusing on Core Drive 2.,[S5 - TRIAL] डमी संदेश 4 (Core Drive 2).
TPL-DB7C3076,S5,trial,Personalization → Engagement • rapid adoption & habit formation,Core Drive 2: Accomplishment,Status,AI Tutor,[S5 - TRIAL] Mock message 5 focusing on Core Drive 2.,[S5 - TRIAL] डमी संदेश 5 (Core Drive 2).
TPL-EEDA25DC,S5,paid,Personalization → Engagement • deepening engagement & retention,Core Drive 2: Accomplishment,Mastery,Progress Dashboard,[S5 - PAID] Mock message 1 focusing on Core Drive 2.,[S5 - PAID] डमी संदेश 1 (Core Drive 2).
TPL-46EEF4FD,S5,paid,Personalization → Engagement • deepening engagement & retention,Core Drive 2: Accomplishment,Loss Aversion,Progress Dashboard,[S5 - PAID] Mock message 2 focusing on Core Drive 2.,[S5 - PAID] डमी संदेश 2 (Core Drive 2).
TPL-03FFA02F,S5,paid,Personalization → Engagement • deepening engagement & retention,Core Drive 2: Accomplishment,Social Proof,Leaderboard,[S5 - PAID] Mock message 3 focusing on Core Drive 2.,[S5 - PAID] डमी संदेश 3 (Core Drive 2).
TPL-679CD237,S5,paid,Personalization → Engagement • deepening engagement & retention,Core Drive 2: Accomplishment,Curiosity,Leaderboard,[S5 - PAID] Mock message 4 focusing on Core Drive 2.,[S5 - PAID] डमी संदेश 4 (Core Drive 2).
TPL-D5BAF909,S5,paid,Personalization → Engagement • deepening engagement & retention,Core Drive 2: Accomplishment,Curiosity,AI Tutor,[S5 - PAID] Mock message 5 focusing on Core Drive 2.,[S5 - PAID] डमी संदेश 5 (Core Drive 2).
TPL-CC74726B,S5,churned,Personalization → Engagement • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,Urgency,Daily Streak,[S5 - CHURNED] Mock message 1 focusing on Core Drive 2.,[S5 - CHURNED] डमी संदेश 1 (Core Drive 2).
TPL-69668AEB,S5,churned,Personalization → Engagement • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,Urgency,XP Boost,[S5 - CHURNED] Mock message 2 focusing on Core Drive 2.,[S5 - CHURNED] डमी संदेश 2 (Core Drive 2).
TPL-5F565371,S5,churned,Personalization → Engagement • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,FOMO,Progress Dashboard,[S5 - CHURNED] Mock message 3 focusing on Core Drive 2.,[S5 - CHURNED] डमी संदेश 3 (Core Drive 2).
TPL-B6E8359E,S5,churned,Personalization → Engagement • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,FOMO,Progress Dashboard,[S5 - CHURNED] Mock message 4 focusing on Core Drive 2.,[S5 - CHURNED] डमी संदेश 4 (Core Drive 2).
TPL-818619B2,S5,churned,Personalization → Engagement • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,Status,Daily Streak,[S5 - CHURNED] Mock message 5 focusing on Core Drive 2.,[S5 - CHURNED] डमी संदेश 5 (Core Drive 2).
TPL-86581AA3,S5,inactive,Personalization → Engagement • compelling return value proposition,Core Drive 2: Accomplishment,Curiosity,Daily Streak,[S5 - INACTIVE] Mock message 1 focusing on Core Drive 2.,[S5 - INACTIVE] डमी संदेश 1 (Core Drive 2).
TPL-5670D6AC,S5,inactive,Personalization → Engagement • compelling return value proposition,Core Drive 2: Accomplishment,FOMO,Roleplay,[S5 - INACTIVE] Mock message 2 focusing on Core Drive 2.,[S5 - INACTIVE] डमी संदेश 2 (Core Drive 2).
TPL-ED5E7DCD,S5,inactive,Personalization → Engagement • compelling return value proposition,Core Drive 2: Accomplishment,Curiosity,AI Tutor,[S5 - INACTIVE] Mock message 3 focusing on Core Drive 2.,[S5 - INACTIVE] डमी संदेश 3 (Core Drive 2).
TPL-8DAC0AE1,S5,inactive,Personalization → Engagement • compelling return value proposition,Core Drive 2: Accomplishment,Status,Roleplay,[S5 - INACTIVE] Mock message 4 focusing on Core Drive 2.,[S5 - INACTIVE] डमी संदेश 4 (Core Drive 2).
TPL-C3C86505,S5,inactive,Personalization → Engagement • compelling return value proposition,Core Drive 2: Accomplishment,FOMO,Daily Streak,[S5 - INACTIVE] Mock message 5 focusing on Core Drive 2.,[S5 - INACTIVE] डमी संदेश 5 (Core Drive 2).
TPL-A1DBD46D,S6,trial,Identity → retention • rapid adoption & habit formation,Core Drive 2: Accomplishment,Mastery,AI Tutor,[S6 - TRIAL] Mock message 1 focusing on Core Drive 2.,[S6 - TRIAL] डमी संदेश 1 (Core Drive 2).
TPL-AFB3E786,S6,trial,Identity → retention • rapid adoption & habit formation,Core Drive 2: Accomplishment,Loss Aversion,XP Boost,[S6 - TRIAL] Mock message 2 focusing on Core Drive 2.,[S6 - TRIAL] डमी संदेश 2 (Core Drive 2).
TPL-0E41BE19,S6,trial,Identity → retention • rapid adoption & habit formation,Core Drive 2: Accomplishment,Loss Aversion,XP Boost,[S6 - TRIAL] Mock message 3 focusing on Core Drive 2.,[S6 - TRIAL] डमी संदेश 3 (Core Drive 2).
TPL-0FE7DDAD,S6,trial,Identity → retention • rapid adoption & habit formation,Core Drive 2: Accomplishment,Social Proof,Progress Dashboard,[S6 - TRIAL] Mock message 4 focusing on Core Drive 2.,[S6 - TRIAL] डमी संदेश 4 (Core Drive 2).
TPL-4D425C42,S6,trial,Identity → retention • rapid adoption & habit formation,Core Drive 2: Accomplishment,Social Proof,Daily Streak,[S6 - TRIAL] Mock message 5 focusing on Core Drive 2.,[S6 - TRIAL] डमी संदेश 5 (Core Drive 2).
TPL-8DE4DE04,S6,paid,Identity → retention • deepening engagement & retention,Core Drive 2: Accomplishment,Status,XP Boost,[S6 - PAID] Mock message 1 focusing on Core Drive 2.,[S6 - PAID] डमी संदेश 1 (Core Drive 2).
TPL-517E95EF,S6,paid,Identity → retention • deepening engagement & retention,Core Drive 2: Accomplishment,Urgency,Progress Dashboard,[S6 - PAID] Mock message 2 focusing on Core Drive 2.,[S6 - PAID] डमी संदेश 2 (Core Drive 2).
TPL-D7EC691B,S6,paid,Identity → retention • deepening engagement & retention,Core Drive 2: Accomplishment,Mastery,Daily Streak,[S6 - PAID] Mock message 3 focusing on Core Drive 2.,[S6 - PAID] डमी संदेश 3 (Core Drive 2).
TPL-AD0948C7,S6,paid,Identity → retention • deepening engagement & retention,Core Drive 2: Accomplishment,FOMO,Daily Streak,[S6 - PAID] Mock message 4 focusing on Core Drive 2.,[S6 - PAID] डमी संदेश 4 (Core Drive 2).
TPL-A8974692,S6,paid,Identity → retention • deepening engagement & retention,Core Drive 2: Accomplishment,Mastery,Daily Streak,[S6 - PAID] Mock message 5 focusing on Core Drive 2.,[S6 - PAID] डमी संदेश 5 (Core Drive 2).
TPL-F9635788,S6,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,Mastery,XP Boost,[S6 - CHURNED] Mock message 1 focusing on Core Drive 2.,[S6 - CHURNED] डमी संदेश 1 (Core Drive 2).
TPL-5355F692,S6,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,Mastery,Daily Streak,[S6 - CHURNED] Mock message 2 focusing on Core Drive 2.,[S6 - CHURNED] डमी संदेश 2 (Core Drive 2).
TPL-44804B43,S6,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,FOMO,Roleplay,[S6 - CHURNED] Mock message 3 focusing on Core Drive 2.,[S6 - CHURNED] डमी संदेश 3 (Core Drive 2).
TPL-566E0C13,S6,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,Mastery,Progress Dashboard,[S6 - CHURNED] Mock message 4 focusing on Core Drive 2.,[S6 - CHURNED] डमी संदेश 4 (Core Drive 2).
TPL-B565E22E,S6,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,Loss Aversion,Daily Streak,[S6 - CHURNED] Mock message 5 focusing on Core Drive 2.,[S6 - CHURNED] डमी संदेश 5 (Core Drive 2).
TPL-35AD8D04,S6,inactive,Identity → retention • compelling return value proposition,Core Drive 2: Accomplishment,Urgency,Daily Streak,[S6 - INACTIVE] Mock message 1 focusing on Core Drive 2.,[S6 - INACTIVE] डमी संदेश 1 (Core Drive 2).
TPL-00765D3A,S6,inactive,Identity → retention • compelling return value proposition,Core Drive 2: Accomplishment,Mastery,Leaderboard,[S6 - INACTIVE] Mock message 2 focusing on Core Drive 2.,[S6 - INACTIVE] डमी संदेश 2 (Core Drive 2).
TPL-DDBF08C7,S6,inactive,Identity → retention • compelling return value proposition,Core Drive 2: Accomplishment,Loss Aversion,Leaderboard,[S6 - INACTIVE] Mock message 3 focusing on Core Drive 2.,[S6 - INACTIVE] डमी संदेश 3 (Core Drive 2).
TPL-784B9CD3,S6,inactive,Identity → retention • compelling return value proposition,Core Drive 2: Accomplishment,Status,Leaderboard,[S6 - INACTIVE] Mock message 4 focusing on Core Drive 2.,[S6 - INACTIVE] डमी संदेश 4 (Core Drive 2).
TPL-95679033,S6,inactive,Identity → retention • compelling return value proposition,Core Drive 2: Accomplishment,Social Proof,Leaderboard,[S6 - INACTIVE] Mock message 5 focusing on Core Drive 2.,[S6 - INACTIVE] डमी संदेश 5 (Core Drive 2).
TPL-91B01B32,S7,trial,Motivation → session frequency • rapid adoption & habit formation,Core Drive 6: Scarcity,Mastery,Roleplay,[S7 - TRIAL] Mock message 1 focusing on Core Drive 6.,[S7 - TRIAL] डमी संदेश 1 (Core Drive 6).
TPL-20FC03F7,S7,trial,Motivation → session frequency • rapid adoption & habit formation,Core Drive 6: Scarcity,Mastery,Daily Streak,[S7 - TRIAL] Mock message 2 focusing on Core Drive 6.,[S7 - TRIAL] डमी संदेश 2 (Core Drive 6).
TPL-102AA323,S7,trial,Motivation → session frequency • rapid adoption & habit formation,Core Drive 6: Scarcity,FOMO,Leaderboard,[S7 - TRIAL] Mock message 3 focusing on Core Drive 6.,[S7 - TRIAL] डमी संदेश 3 (Core Drive 6).
TPL-A82CD94A,S7,trial,Motivation → session frequency • rapid adoption & habit formation,Core Drive 6: Scarcity,Mastery,XP Boost,[S7 - TRIAL] Mock message 4 focusing on Core Drive 6.,[S7 - TRIAL] डमी संदेश 4 (Core Drive 6).
TPL-39352B44,S7,trial,Motivation → session frequency • rapid adoption & habit formation,Core Drive 6: Scarcity,Urgency,Roleplay,[S7 - TRIAL] Mock message 5 focusing on Core Drive 6.,[S7 - TRIAL] डमी संदेश 5 (Core Drive 6).
TPL-6B13F86E,S7,paid,Motivation → session frequency • deepening engagement & retention,Core Drive 6: Scarcity,FOMO,Progress Dashboard,[S7 - PAID] Mock message 1 focusing on Core Drive 6.,[S7 - PAID] डमी संदेश 1 (Core Drive 6).
TPL-8EE3C1AD,S7,paid,Motivation → session frequency • deepening engagement & retention,Core Drive 6: Scarcity,Status,XP Boost,[S7 - PAID] Mock message 2 focusing on Core Drive 6.,[S7 - PAID] डमी संदेश 2 (Core Drive 6).
TPL-0BF37109,S7,paid,Motivation → session frequency • deepening engagement & retention,Core Drive 6: Scarcity,Curiosity,Leaderboard,[S7 - PAID] Mock message 3 focusing on Core Drive 6.,[S7 - PAID] डमी संदेश 3 (Core Drive 6).
TPL-757B0BC0,S7,paid,Motivation → session frequency • deepening engagement & retention,Core Drive 6: Scarcity,FOMO,XP Boost,[S7 - PAID] Mock message 4 focusing on Core Drive 6.,[S7 - PAID] डमी संदेश 4 (Core Drive 6).
TPL-0A14B22B,S7,paid,Motivation → session frequency • deepening engagement & retention,Core Drive 6: Scarcity,FOMO,XP Boost,[S7 - PAID] Mock message 5 focusing on Core Drive 6.,[S7 - PAID] डमी संदेश 5 (Core Drive 6).
TPL-F26425AC,S7,churned,Motivation → session frequency • re-engagement & recovering lost habits,Core Drive 6: Scarcity,FOMO,XP Boost,[S7 - CHURNED] Mock message 1 focusing on Core Drive 6.,[S7 - CHURNED] डमी संदेश 1 (Core Drive 6).
TPL-DA5F5D8B,S7,churned,Motivation → session frequency • re-engagement & recovering lost habits,Core Drive 6: Scarcity,FOMO,AI Tutor,[S7 - CHURNED] Mock message 2 focusing on Core Drive 6.,[S7 - CHURNED] डमी संदेश 2 (Core Drive 6).
TPL-7C6F3CF0,S7,churned,Motivation → session frequency • re-engagement & recovering lost habits,Core Drive 6: Scarcity,Curiosity,Daily Streak,[S7 - CHURNED] Mock message 3 focusing on Core Drive 6.,[S7 - CHURNED] डमी संदेश 3 (Core Drive 6).
TPL-AB070999,S7,churned,Motivation → session frequency • re-engagement & recovering lost habits,Core Drive 6: Scarcity,Curiosity,AI Tutor,[S7 - CHURNED] Mock message 4 focusing on Core Drive 6.,[S7 - CHURNED] डमी संदेश 4 (Core Drive 6).
TPL-558134EA,S7,churned,Motivation → session frequency • re-engagement & recovering lost habits,Core Drive 6: Scarcity,FOMO,Roleplay,[S7 - CHURNED] Mock message 5 focusing on Core Drive 6.,[S7 - CHURNED] डमी संदेश 5 (Core Drive 6).
TPL-74AB6F2E,S7,inactive,Motivation → session frequency • compelling return value proposition,Core Drive 6: Scarcity,Curiosity,Progress Dashboard,[S7 - INACTIVE] Mock message 1 focusing on Core Drive 6.,[S7 - INACTIVE] डमी संदेश 1 (Core Drive 6).
TPL-2D7248AA,S7,inactive,Motivation → session frequency • compelling return value proposition,Core Drive 6: Scarcity,FOMO,Progress Dashboard,[S7 - INACTIVE] Mock message 2 focusing on Core Drive 6.,[S7 - INACTIVE] डमी संदेश 2 (Core Drive 6).
TPL-B25D8950,S7,inactive,Motivation → session frequency • compelling return value proposition,Core Drive 6: Scarcity,Status,Roleplay,[S7 - INACTIVE] Mock message 3 focusing on Core Drive 6.,[S7 - INACTIVE] डमी संदेश 3 (Core Drive 6).
TPL-7CE266AE,S7,inactive,Motivation → session frequency • compelling return value proposition,Core Drive 6: Scarcity,Social Proof,XP Boost,[S7 - INACTIVE] Mock message 4 focusing on Core Drive 6.,[S7 - INACTIVE] डमी संदेश 4 (Core Drive 6).
TPL-D1DE5E78,S7,inactive,Motivation → session frequency • compelling return value proposition,Core Drive 6: Scarcity,FOMO,XP Boost,[S7 - INACTIVE] Mock message 5 focusing on Core Drive 6.,[S7 - INACTIVE] डमी संदेश 5 (Core Drive 6).
TPL-DE6F7C57,S8,trial,Personalization → Engagement • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,FOMO,Progress Dashboard,[S8 - TRIAL] Mock message 1 focusing on Core Drive 8.,[S8 - TRIAL] डमी संदेश 1 (Core Drive 8).
TPL-E44873D2,S8,trial,Personalization → Engagement • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,FOMO,XP Boost,[S8 - TRIAL] Mock message 2 focusing on Core Drive 8.,[S8 - TRIAL] डमी संदेश 2 (Core Drive 8).
TPL-0ECEA92B,S8,trial,Personalization → Engagement • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,FOMO,Leaderboard,[S8 - TRIAL] Mock message 3 focusing on Core Drive 8.,[S8 - TRIAL] डमी संदेश 3 (Core Drive 8).
TPL-58BA6496,S8,trial,Personalization → Engagement • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,Urgency,Roleplay,[S8 - TRIAL] Mock message 4 focusing on Core Drive 8.,[S8 - TRIAL] डमी संदेश 4 (Core Drive 8).
TPL-DBAA4402,S8,trial,Personalization → Engagement • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,Social Proof,Progress Dashboard,[S8 - TRIAL] Mock message 5 focusing on Core Drive 8.,[S8 - TRIAL] डमी संदेश 5 (Core Drive 8).
TPL-AE0A69AB,S8,paid,Personalization → Engagement • deepening engagement & retention,Core Drive 8: Loss Avoidance,Curiosity,Progress Dashboard,[S8 - PAID] Mock message 1 focusing on Core Drive 8.,[S8 - PAID] डमी संदेश 1 (Core Drive 8).
TPL-82AF1043,S8,paid,Personalization → Engagement • deepening engagement & retention,Core Drive 8: Loss Avoidance,Urgency,Leaderboard,[S8 - PAID] Mock message 2 focusing on Core Drive 8.,[S8 - PAID] डमी संदेश 2 (Core Drive 8).
TPL-D834A561,S8,paid,Personalization → Engagement • deepening engagement & retention,Core Drive 8: Loss Avoidance,Social Proof,Progress Dashboard,[S8 - PAID] Mock message 3 focusing on Core Drive 8.,[S8 - PAID] डमी संदेश 3 (Core Drive 8).
TPL-05C42FE4,S8,paid,Personalization → Engagement • deepening engagement & retention,Core Drive 8: Loss Avoidance,Social Proof,Daily Streak,[S8 - PAID] Mock message 4 focusing on Core Drive 8.,[S8 - PAID] डमी संदेश 4 (Core Drive 8).
