template_id,segment_id,lifecycle_stage,goal,theme,hook_used,feature_reference,content_english,content_hindi,ctr_percent,engagement_percent,performance_class,performance_tag,is_active,weight_multiplier,selection_weight
TPL-7CCB1D90,S1,trial,Habit formation → retention • rapid adoption & habit formation,Core Drive 4: Ownership,Sense of Accomplishment,Daily Streak,You've reached a new milestone! You've maintained your daily speaking streak for 7 days straight. Keep it up!,आपने एक नया मील का पत्थर पार किया! आप 7 दिनों से दैनिक बातचीत की दिनचर्या बनाए रखे हैं। इसे बनाए रखने का जारी रखें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-DE8F8AEF,S1,trial,Habit formation → retention • rapid adoption & habit formation,Core Drive 4: Ownership,Social Proof,Leaderboard,You're one of the top 10 users on the leaderboard! Keep pushing yourself to reach the top spot.,आप लीडरबोर्ड के शीर्ष 10 उपयोगकर्ताओं में से एक हैं! अपने स्तर को बढ़ाने के लिए और अधिक प्रयास करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-986D6B41,S1,trial,Habit formation → retention • rapid adoption & habit formation,Core Drive 4: Ownership,Personalization,Customized Learning Plans,Your customized learning plan is waiting for you! Review your progress and adjust your goals.,आपकी व्यक्तिगत सीखने की योजना आपके लिए तैयार है! अपनी प्रगति की समीक्षा करें और अपने लक्ष्यों को समायोजित करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-D3F10819,S1,trial,Habit formation → retention • rapid adoption & habit formation,Core Drive 4: Ownership,Curiosity,New Content,New content alert! Explore our latest lessons and take your speaking skills to the next level.,नया सामग्री का संकेत! हमारे नवीनतम शिक्षा कक्षाओं को खोजें और अपनी बातचीत कौशल को अगले स्तर तक ले जाएं.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-81771A7E,S1,trial,Habit formation → retention • rapid adoption & habit formation,Core Drive 4: Ownership,Sense of Progress,Streaks,You've got a streak going! Keep it going and see how long you can maintain your daily speaking habit.,आपकी दिनचर्या जारी है! इसे बनाए रखने के लिए और अधिक प्रयास करें और देखें कि आप कितने दिनों तक अपनी दैनिक बातचीत की दिनचर्या बनाए रख सकते हैं.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-EE333065,S1,paid,Habit formation → retention • deepening engagement & retention,Core Drive 4: Ownership,Sense of Accomplishment,Daily Streak,You're on a roll! Keep your daily speaking streak going and unlock new words to learn.,आपकी दैनिक बातचीत की श्रृंखला जारी रखें और नए शब्द सीखने के लिए नई चीजें खोजें!,23.0,49.80237154150198,GOOD,Champion (Scale This),True,2.0,100.0
TPL-8BFAD2B3,S1,paid,Habit formation → retention • deepening engagement & retention,Core Drive 4: Ownership,Social Proof,Leaderboard,You're one of the top 10 users in the retention challenge! Keep up the good work and move up the ranks.,आप रिटेन्शन चैलेंज में शीर्ष 10 उपयोगकर्ताओं में से एक हैं! अच्छा काम जारी रखें और रैंक में आगे बढ़ें।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-FB88A89E,S1,paid,Habit formation → retention • deepening engagement & retention,Core Drive 4: Ownership,Personalization,Personalized Learning Plan,Your personalized learning plan is waiting for you! Review your progress and adjust your goals.,आपका व्यक्तिगत सीखने का योजना आपके लिए तैयार है! अपनी प्रगति की समीक्षा करें और अपने लक्ष्यों को समायोजित करें।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-540BD593,S1,paid,Habit formation → retention • deepening engagement & retention,Core Drive 4: Ownership,Curiosity,New Words to Learn,What's new in the world of English? Explore new words and phrases to expand your vocabulary.,अंग्रेजी के दुनिया में क्या नया है? नए शब्द और वाक्यांशों को खोजें और अपनी शब्दकोश को विस्तारित करें।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-0921E566,S1,paid,Habit formation → retention • deepening engagement & retention,Core Drive 4: Ownership,Sense of Progress,Streaks and Challenges,You're getting closer to your goal! Complete the current challenge and earn rewards.,आप अपने लक्ष्य की ओर बढ़ रहे हैं! वर्तमान चैलेंज को पूरा करें और पुरस्कार प्राप्त करें।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-385B19F6,S1,churned,Habit formation → retention • re-engagement & recovering lost habits,Core Drive 4: Ownership,Sense of accomplishment,Daily Streak,You're just 1 minute away from your daily speaking goal! Keep the streak going and unlock new content.,आपके दैनिक बोलते समय के लक्ष्य को पूरा करने के लिए आप सिर्फ 1 मिनट दूर हैं! इस स्ट्रीक को बनाए रखने से नए सामग्री की प्राप्ति होगी।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-BF581E52,S1,churned,Habit formation → retention • re-engagement & recovering lost habits,Core Drive 4: Ownership,Social proof,Leaderboard,You're not alone! Thousands of users have achieved their daily speaking goals. Join the leaderboard and track your progress.,आपके दैनिक बोलते समय के लक्ष्य को पूरा करने वाले लोगों की संख्या है हजारों! लीडरबोर्ड में शामिल हों और अपनी प्रगति ट्रैक करें।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-09C4F935,S1,churned,Habit formation → retention • re-engagement & recovering lost habits,Core Drive 4: Ownership,Personalization,Customized Learning Plans,Your personalized learning plan is waiting for you! Review your progress and adjust your goals to stay on track.,आपके लिए व्यक्तिगत सीखने का योजना आपके लिए तैयार है! अपनी प्रगति की समीक्षा करें और अपने लक्ष्यों को संशोधित करें ताकि आप ट्रैक पर रहें।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-DF4D3C2A,S1,churned,Habit formation → retention • re-engagement & recovering lost habits,Core Drive 4: Ownership,Sense of control,Reminders,Take control of your daily speaking goals! Set reminders to stay on track and make the most of your time.,आपके दैनिक बोलते समय के लक्ष्यों पर नियंत्रण लें! अलर्ट सेट करें ताकि आप अपने समय का सबसे अच्छा उपयोग कर सकें।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-9CCF3C77,S1,churned,Habit formation → retention • re-engagement & recovering lost habits,Core Drive 4: Ownership,Curiosity,New Content,New content alert! Unlock exclusive lessons and take your speaking skills to the next level.,नया सामग्री संकेत! विशेष सामग्री को खुलासा करें और अपने बोलते समय कौशल को अगले स्तर तक ले जाएं.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-A4CFCEAD,S1,inactive,Habit formation → retention • compelling return value proposition,Core Drive 4: Ownership,Sense of accomplishment,Daily Streak,Your daily speaking streak is waiting! Get back on track and earn rewards,अपने दैनिक बातचीत स्ट्रीक को फिर से शुरू करें और पुरस्कार प्राप्त करें,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-4960B406,S1,inactive,Habit formation → retention • compelling return value proposition,Core Drive 4: Ownership,Social proof,Leaderboard,See how others are crushing their speaking goals! Join the top 10 and get motivated,दूसरों की बातचीत लक्ष्यों को पूरा करने की तरक्की देखें! टॉप 10 में शामिल होकर प्रेरित हों,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-5FD4E315,S1,inactive,Habit formation → retention • compelling return value proposition,Core Drive 4: Ownership,Personalization,Customized Learning Plans,Your customized learning plan is ready! Focus on areas where you need improvement and track your progress,आपकी व्यक्तिगत सीखने की योजना तैयार है! सुधार की आवश्यकता वाले क्षेत्रों पर ध्यान केंद्रित करें और अपनी प्रगति की ट्रैक करें,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-90653F2D,S1,inactive,Habit formation → retention • compelling return value proposition,Core Drive 4: Ownership,Sense of control,Goal Setting,Take control of your speaking goals! Set realistic targets and celebrate your achievements,अपने बातचीत लक्ष्यों पर नियंत्रण लें! वास्तविक लक्ष्य निर्धारित करें और अपनी उपलब्धियों का जश्न मनाएं,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-E7AE26C5,S1,inactive,Habit formation → retention • compelling return value proposition,Core Drive 4: Ownership,Curiosity,New Content,New content alert! Explore our latest speaking lessons and improve your skills,नया सामग्री संकेत! हमारे नवीनतम बातचीत शिक्षणों को खोजें और अपनी कौशल में सुधार करें,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-ADAF3594,S2,trial,Engagement → MCC • rapid adoption & habit formation,Core Drive 1: Epic Meaning,Sense of Accomplishment,Daily Streak,You're on a roll! Keep your daily streak going and unlock new words to learn!,आपकी दैनिक प्रगति जारी रखें और नए शब्द सीखने के लिए नई शब्दों को खुलासा करें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-2441023E,S2,trial,Engagement → MCC • rapid adoption & habit formation,Core Drive 1: Epic Meaning,Social Proof,Leaderboard,See how you rank among friends! Check the leaderboard and get inspired to learn more!,दोस्तों के बीच आपकी रैंक देखें और प्रेरित होकर अधिक शब्द सीखें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-7CB26345,S2,trial,Engagement → MCC • rapid adoption & habit formation,Core Drive 1: Epic Meaning,Curiosity,New Word of the Day,What's the word of the day? Discover new vocabulary and expand your English skills!,आज का शब्द क्या है? नए शब्दों का अन्वेषण करें और अंग्रेजी कौशल को विस्तारित करें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-2B9C8355,S2,trial,Engagement → MCC • rapid adoption & habit formation,Core Drive 1: Epic Meaning,Personalization,Personalized Learning Plan,Your learning plan is waiting for you! Review your progress and adjust your goals today!,आपका सीखने का योजना आपके लिए तैयार है! अपनी प्रगति की समीक्षा करें और अपने लक्ष्यों को आज समायोजित करें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-BB9E9E87,S2,trial,Engagement → MCC • rapid adoption & habit formation,Core Drive 1: Epic Meaning,Scarcity,Limited Time Offer,Limited time offer! Don't miss out on exclusive content and get a head start on your English learning journey!,सीमित समय की पेशकश! अनोखे सामग्री का लाभ उठाएं और अंग्रेजी सीखने की यात्रा पर पहले से आगे बढ़ें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-D0106143,S2,paid,Engagement → MCC • deepening engagement & retention,Core Drive 1: Epic Meaning,Sense of Accomplishment,Daily Streak,You're on a roll! Keep your daily streak going and unlock exclusive content!,आपकी दैनिक प्रगति जारी रखें और विशेष सामग्री को सुरक्षित करें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-3F474B7B,S2,paid,Engagement → MCC • deepening engagement & retention,Core Drive 1: Epic Meaning,Social Proof,Leaderboard,See how you rank among the top learners! Check the leaderboard now!,दूसरों की तुलना में अपनी स्थिति जानें! अब लीडरबोर्ड देखें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-DD122BED,S2,paid,Engagement → MCC • deepening engagement & retention,Core Drive 1: Epic Meaning,Curiosity,New Content,New lessons and topics added! Explore and learn something new today!,नए विषयों और शिक्षा के साथ नए सामग्री की शुरुआत! आज सीखें और सीखें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-32BB8A5B,S2,paid,Engagement → MCC • deepening engagement & retention,Core Drive 1: Epic Meaning,Personalization,Personalized Feedback,Your progress is being tracked! Get personalized feedback to improve your speaking skills.,आपकी प्रगति ट्रैक की जा रही है! अपनी बोलने की कौशल में सुधार के लिए व्यक्तिगत फीडबैक प्राप्त करें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-9CD9C9F7,S2,paid,Engagement → MCC • deepening engagement & retention,Core Drive 1: Epic Meaning,Scarcity,Limited Time Offer,Limited time offer! Don't miss out on exclusive discounts and rewards. Redeem now!,सीमित समय की ऑफर! विशेष छूट और पुरस्कारों का लाभ उठाएं। अब लाभ उठाएं!,8.941176470588236,27.631578947368425,NEUTRAL,Average Performer,True,1.0,1.0
TPL-8006489F,S2,churned,Engagement → MCC • re-engagement & recovering lost habits,Core Drive 1: Epic Meaning,Sense of accomplishment,Daily Streak,Your daily streak is waiting! Get back to speaking and earn rewards,अपने दैनिक स्ट्रीक को फिर से शुरू करें और पुरस्कार प्राप्त करें,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-9171C896,S2,churned,Engagement → MCC • re-engagement & recovering lost habits,Core Drive 1: Epic Meaning,Social proof,Leaderboard,See how others are speaking and improving their English skills. Join the challenge!,दूसरों की बातचीत और अंग्रेजी कौशल में सुधार देखें और चुनौती में शामिल हों,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-7EDEA878,S2,churned,Engagement → MCC • re-engagement & recovering lost habits,Core Drive 1: Epic Meaning,Personal growth,Personalized Lessons,Unlock your full potential with personalized lessons and track your progress. Get started today!,अपनी पूरी क्षमता को खोलें और व्यक्तिगत शिक्षाओं के साथ अपनी प्रगति ट्रैक करें। शुरू करें,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-FA3F24BA,S2,churned,Engagement → MCC • re-engagement & recovering lost habits,Core Drive 1: Epic Meaning,Curiosity,New Content,New content alert! Explore our latest lessons and topics to improve your English skills. Try it now!,नया सामग्री संकेत! हमारे नवीनतम शिक्षाओं और विषयों को खोजें और अपने अंग्रेजी कौशल को बेहतर बनाएं। आज ही आजमाएं,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-AFD8DF8A,S2,churned,Engagement → MCC • re-engagement & recovering lost habits,Core Drive 1: Epic Meaning,Accountability,Speaking Buddy,Find a speaking buddy and stay accountable. Get back to speaking and make progress today!,बातचीत के साथी ढूंढें और जवाबदेह बनें। आज ही बातचीत में वापस आइए और प्रगति करें,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-84F0D916,S2,inactive,Engagement → MCC • compelling return value proposition,Core Drive 1: Epic Meaning,Sense of accomplishment,Daily Streak,Your daily streak is waiting! Get back on track and earn rewards,अपने दैनिक स्ट्रीक को फिर से शुरू करें और पुरस्कार प्राप्त करें,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-FD4607F6,S2,inactive,Engagement → MCC • compelling return value proposition,Core Drive 1: Epic Meaning,Social proof,Leaderboard,See how others are crushing their goals! Join the top 10,दूसरों की लक्ष्यों को पूरा करने की तरीके देखें! टॉप 10 में शामिल हों,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-FB174193,S2,inactive,Engagement → MCC • compelling return value proposition,Core Drive 1: Epic Meaning,Personalization,Personalized Learning Plans,Your personalized learning plan is ready! Take the first step towards mastery,आपका व्यक्तिगत सीखने का योजना तैयार है! स्वीकार करें और मास्टरी की ओर बढ़ें,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-58DA7B0D,S2,inactive,Engagement → MCC • compelling return value proposition,Core Drive 1: Epic Meaning,Curiosity,New Content,New content alert! Explore and learn something new today,नया सामग्री संकेत! आज के दिन कुछ नया सीखें,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-F085C6A4,S2,inactive,Engagement → MCC • compelling return value proposition,Core Drive 1: Epic Meaning,Urgency,Limited Time Offer,Limited time offer! Don't miss out on exclusive rewards and benefits,सीमित समय की पेशकश! विशेष पुरस्कार और लाभों से मिस नहीं करें,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-7DFA0BB8,S3,trial,Identity → retention • rapid adoption & habit formation,Core Drive 1: Epic Meaning,Social Proof,Daily Streak,You're on a roll! You've reached a new daily streak on our English learning app. Keep it up!,आपकी दिनचर्या में सुधार हो रहा है! हमारे अंग्रेजी सीखने के ऐप पर आपकी दैनिक दिनचर्या में एक नया स्ट्रीक हासिल हो गया है। इसे जारी रखें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-7A49133C,S3,trial,Identity → retention • rapid adoption & habit formation,Core Drive 1: Epic Meaning,Personalization,Personalized Lessons,New lessons tailored just for you! Our AI-powered engine ensures you're learning exactly what you need to improve your English skills.,नई सीखने की कक्षाएं आपके लिए बनाई गई हैं! हमारे AI-ड्राइवर प्रोग्राम आपको सुधारने के लिए सही अंग्रेजी की कक्षाएं प्रदान करता है।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-87E16123,S3,trial,Identity → retention • rapid adoption & habit formation,Core Drive 1: Epic Meaning,Gamification,Badges & Rewards,Get your next badge! Complete your daily speaking practice and earn rewards to boost your confidence.,अगली बैज प्राप्त करें! दैनिक बोलते रहने पर पुरस्कार प्राप्त करें और अपनी आत्मविश्वास को बढ़ाएं.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-BC0CBA8E,S3,trial,Identity → retention • rapid adoption & habit formation,Core Drive 1: Epic Meaning,Sense of Accomplishment,Progress Tracking,See your progress! Track your improvement and celebrate your successes with our interactive progress chart.,आपकी प्रगति देखें! अपनी सुधार की प्रगति को ट्रैक करें और अपने सफलताओं को मानें हमारे इंटरैक्टिव प्रगति चार्ट के साथ।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-A0DC827A,S3,trial,Identity → retention • rapid adoption & habit formation,Core Drive 1: Epic Meaning,Curiosity,New Content Added,New content alert! We've added fresh English lessons and conversations to help you improve your speaking skills.,नई सामग्री की सूचना! हमने नई अंग्रेजी कक्षाएं और बातचीत जोड़ी है जो आपको बोलने की कौशल में सुधार करने में मदद करेगी।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-88353F94,S3,paid,Identity → retention • deepening engagement & retention,Core Drive 1: Epic Meaning,Sense of Accomplishment,Daily Streak,You've reached a new milestone! Your daily streak is now 30 days long. Keep up the great work!,आपका दैनिक स्ट्रीक अब 30 दिनों तक चल रहा है। आपकी अच्छी मेहनत की प्रशंसा करते हैं!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-FF80B9DF,S3,paid,Identity → retention • deepening engagement & retention,Core Drive 1: Epic Meaning,Social Proof,Leaderboard,You're one of the top 10 users in the world! Check out the leaderboard to see how you rank.,दुनिया में सबसे अच्छे 10 उपयोगकर्ताओं में से आप एक हैं! लीडरबोर्ड देखें और अपनी स्थिति को जानें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-8C31C531,S3,paid,Identity → retention • deepening engagement & retention,Core Drive 1: Epic Meaning,Curiosity,New Word of the Day,What's the word of the day? Learn a new English word and improve your vocabulary.,आज का शब्द क्या है? एक नया अंग्रेजी शब्द सीखें और अपनी व्याकरण क्षमता को बढ़ाएं.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-BB2BFCB5,S3,paid,Identity → retention • deepening engagement & retention,Core Drive 1: Epic Meaning,Personalization,Personalized Lessons,Your personalized lessons are waiting for you! Focus on the topics that matter most to you.,आपके लिए व्यक्तिगत दिशानिर्देश तैयार हैं! अपने लिए सबसे महत्वपूर्ण विषयों पर ध्यान केंद्रित करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-94785C95,S3,paid,Identity → retention • deepening engagement & retention,Core Drive 1: Epic Meaning,Exclusivity,Exclusive Content,Get exclusive access to premium content! Unlock new lessons and improve your speaking skills.,प्रीमियम सामग्री के लिए एक्सक्लूसिव पहुंच प्राप्त करें! नए दिशानिर्देशों को खोलें और अपनी बोलने की क्षमता को बढ़ाएं.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-F511D03C,S3,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 1: Epic Meaning,Sense of accomplishment,Daily Streak,You've been so close to reaching your goal! Don't let it slip away. Get back on track with our daily speaking practice.,आपने अपने लक्ष्य तक पहुंचने के लिए बहुत करीब हो गए! इसे फिर से शुरू करने के लिए हमारे दैनिक बोलते हुए अभ्यास का आनंद लें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-1867A0AE,S3,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 1: Epic Meaning,Social proof,Leaderboard,You're not alone! See how others are crushing their goals and stay motivated.,आप अकेले नहीं हैं! दूसरों की तरह अपने लक्ष्यों को पूरा करने वालों को देखें और अपने आत्मविश्वास को बढ़ाएं.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-7E1EB5C4,S3,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 1: Epic Meaning,Personalization,Personalized Learning Paths,We've tailored a new learning path just for you. Unlock your full potential and reach new heights.,हमने आपके लिए एक नया सीखने का रास्ता तैयार किया है। अपने पूर्ण संभव को खोलें और नए ऊंचाइयों तक पहुंचें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-A90E122D,S3,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 1: Epic Meaning,Scarcity,Limited-Time Offer,Don't miss out! Our limited-time offer is ending soon. Get back on track and claim your spot.,नहीं छोड़ दें! हमारी सीमित समय की ऑफर जल्द ही समाप्त हो जाएगी। अपने ट्रैक पर वापस आ जाएं और अपनी जगह का दावा करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-1947B3C1,S3,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 1: Epic Meaning,Curiosity,New Content,Something new is coming! Stay ahead of the curve and discover fresh content to boost your skills.,कुछ नया आने वाला है! कुर्वे के सामने रहें और अपनी कौशल को बढ़ाने के लिए नए सामग्री का आनंद लें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-6411E1AA,S3,inactive,Identity → retention • compelling return value proposition,Core Drive 1: Epic Meaning,Sense of accomplishment,Daily Streak,Your daily speaking streak is waiting! Get back on track and unlock new conversations.,अपने दैनिक बातचीत स्ट्रीक को फिर से शुरू करें और नए विचारों को खोलें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-7304EEC2,S3,inactive,Identity → retention • compelling return value proposition,Core Drive 1: Epic Meaning,Social proof,Leaderboard,See how you rank among fellow learners! Join the conversation and climb the ranks.,अन्य शिक्षार्थियों के साथ जुड़ें और रैंक में चढ़ें।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-0B20DC1C,S3,inactive,Identity → retention • compelling return value proposition,Core Drive 1: Epic Meaning,Curiosity,New Words,Discover new words and phrases to expand your vocabulary! Explore now.,नए शब्दों और वाक्यों को खोजें और अपनी शब्दावली को विस्तारित करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-3A0515E6,S3,inactive,Identity → retention • compelling return value proposition,Core Drive 1: Epic Meaning,Personalization,Personalized Lessons,Get tailored lessons to boost your speaking skills! Take the first step towards fluency.,अपनी बातचीत कौशल को बढ़ाने के लिए व्यक्तिगत अध्यायों का आनंद लें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-05163840,S3,inactive,Identity → retention • compelling return value proposition,Core Drive 1: Epic Meaning,Epic meaning,Conversations with native speakers,Connect with native speakers and unlock the secrets of the language! Join the conversation and discover new meanings.,निवासी भाषा के रहस्यों को खोलें और संवाद में शामिल हों।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-13AB22DE,S4,trial,Habit formation → retention • rapid adoption & habit formation,Core Drive 2: Accomplishment,Social Proof,Daily Streak,You're on a roll! You've reached 7 days of daily speaking practice. Keep it up!,आपकी प्रगति देखकर खुश हैं! आप 7 दिनों से दैनिक बातचीत अभ्यास कर रहे हैं। इसे जारी रखें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-AA5A873A,S4,trial,Habit formation → retention • rapid adoption & habit formation,Core Drive 2: Accomplishment,Personalization,Personalized Feedback,Your speaking skills are improving! Get personalized feedback on your pronunciation and grammar.,आपकी बातचीत कौशल में सुधार हो रहा है! अपनी उच्चारण और वाक्य रचना पर व्यक्तिगत फीडबैक प्राप्त करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-98AEAA2B,S4,trial,Habit formation → retention • rapid adoption & habit formation,Core Drive 2: Accomplishment,Scarcity,Limited Time Offer,Don't miss out! Our 7-day challenge ends soon. Complete the remaining days to earn rewards.,नहीं छोड़ दें! हमारा 7 दिन का चैलेंज जल्दी से समाप्त हो रहा है। शेष दिनों को पूरा करने से इनाम प्राप्त करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-A7C29360,S4,trial,Habit formation → retention • rapid adoption & habit formation,Core Drive 2: Accomplishment,Tangible Reward,Badges and Rewards,You've earned your first badge! Keep practicing to unlock more rewards.,आपने अपना पहला बैज हासिल किया है! अभ्यास करते रहें ताकि अधिक इनाम प्राप्त कर सकें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-24E85EBD,S4,trial,Habit formation → retention • rapid adoption & habit formation,Core Drive 2: Accomplishment,Curiosity,New Content,New lessons and topics added! Explore the latest content and take your speaking skills to the next level.,नई शिक्षा और विषय जोड़े गए हैं! नवीनतम सामग्री का अन्वेषण करें और अपनी बातचीत कौशल को अगले स्तर तक ले जाएं.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-2DDF8ABB,S4,paid,Habit formation → retention • deepening engagement & retention,Core Drive 2: Accomplishment,Social proof,Leaderboard,You're on a roll! Keep your streak going and climb the leaderboard!,आपकी ट्रेंड पर बने रहें और बोर्ड को आगे बढ़ाएं!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-1E14A993,S4,paid,Habit formation → retention • deepening engagement & retention,Core Drive 2: Accomplishment,Personalization,Daily Streak,Your daily streak is getting stronger! Keep up the good work and unlock new rewards!,आपकी दैनिक ट्रेंड मजबूत होती जा रही है! अच्छा काम करते रहें और नए पुरस्कार प्राप्त करें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-3AE60005,S4,paid,Habit formation → retention • deepening engagement & retention,Core Drive 2: Accomplishment,Sense of Progress,Progress Chart,You've made it to the next milestone! Check your progress and keep pushing forward!,आपके प्रगति की जांच करें और आगे बढ़ें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-D0FA14D6,S4,paid,Habit formation → retention • deepening engagement & retention,Core Drive 2: Accomplishment,Competition,Daily Challenge,Beat your friends and become the top speaker! Take on the daily challenge and show off your skills!,अपने दोस्तों से आगे निकलें और सबसे अधिक बोलते हुए शीर्ष पर रहें! दैनिक चैलेंज को स्वीकार करें और अपनी क्षमताओं को दिखाएं!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-54F71B34,S4,paid,Habit formation → retention • deepening engagement & retention,Core Drive 2: Accomplishment,Reward,Badges,You've earned a new badge! Congratulations on reaching a new milestone! Keep up the good work!,आप एक नया बैज प्राप्त कर रहे हैं! आपको एक नया मील का पत्थर पूरा करने की शुभकामनाएं! अच्छा काम करते रहें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-2DD86BD9,S4,churned,Habit formation → retention • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,Social Proof,Leaderboard,You're not alone! Our community is crushing their daily speaking goals. Join the leaderboard and keep pushing yourself!,आपके साथ कई लोग अपने दैनिक बोलते समय के लक्ष्यों को पूरा कर रहे हैं। बोर्ड के शीर्ष पर रहें और अपने आप को चुनौती दें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-5FF53817,S4,churned,Habit formation → retention • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,Personalization,Daily Streak,You've been so consistent with your daily speaking practice! Keep the streak alive and earn rewards.,आपके दैनिक बोलते समय की नियमितता बहुत प्रभावी रही है। अपनी दैनिक श्रृंखला को जारी रखें और पुरस्कार प्राप्त करें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-B04B9713,S4,churned,Habit formation → retention • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,Scarcity,Exclusive Content,Limited time offer! Unlock exclusive content and take your speaking skills to the next level.,सीमित समय का प्रस्ताव! विशेष सामग्री को खुलासा करें और अपने बोलते समय कौशल को अगले स्तर तक ले जाएं!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-7CB881E7,S4,churned,Habit formation → retention • re-engagement & recovering lost habits,Core Drive 2: Accomplishment,Curiosity,Speaking Challenges,New challenge alert! Take on our speaking challenge and improve your skills in just 10 minutes a day.,नया चैलेंज अलर्ट! अपने बोलते समय कौशल को 10 मिनट के दैनिक अभ्यास से सुधारें!,,,UNTESTED,No Data Yet,True,1.0,1.0
